sentiment,texte
positive,"Le bénéfice d'exploitation et le chiffre d'affaires du semestre ont augmenté respectivement de 7,5 millions d'euros et 655,5 millions d'euros par rapport à la période correspondante de 2005."
positive,"Le bénéfice d'exploitation et le chiffre d'affaires pour la période de trois mois ont augmenté respectivement de 15,1 millions d'euros et 131,5 millions d'euros par rapport à la période correspondante de 2005."
positive,"Le bénéfice d'exploitation et le chiffre d'affaires pour le trimestre ont augmenté respectivement de 16,0 millions d'euros et 139 millions d'euros par rapport au trimestre correspondant de 2006."
positive,"Le bénéfice d'exploitation et le chiffre d'affaires du trimestre ont augmenté respectivement de 0,3 million d'euros et 13,1 millions d'euros par rapport à la période correspondante de 2005."
positive,"Le bénéfice d'exploitation et le chiffre d'affaires pour la période de neuf mois ont augmenté respectivement de 2,4 millions d'euros et 43,8 millions d'euros par rapport à la période correspondante de l'année précédente."
positive,"Le résultat d'exploitation et le chiffre d'affaires pour la période de six mois ont augmenté respectivement de 17,6 millions d'euros et de 1 149,9 millions d'euros par rapport à la période correspondante de 2007."
positive,"Le bénéfice d'exploitation et le chiffre d'affaires du semestre ont augmenté respectivement de 0,1 million d'euros et 29,0 millions d'euros par rapport à la période correspondante de l'année précédente."
positive,Le volume du fret a augmenté de 7 % .
positive,Le volume de fret a augmenté d'environ 5 %.
positive,"le résultat opérationnel comparable s'élève à 854 millions d' euros , contre 730 millions d' euros en 2004 ."
positive,"Digia a déclaré que son chiffre d'affaires net consolidé pour janvier-juin 2010 s'élevait à 67,8 millions d'euros, en hausse de 9,7 % par rapport à la même période de 2009 (61,9 millions d'euros)."
positive,"Le bénéfice dilué par action ( BPA ) a augmenté à 0,29 EUR contre 0,05 EUR ."
positive,"Le bénéfice dilué par action ( BPA ) a augmenté à 0,52 EUR contre 0,09 EUR ."
positive,"Le bénéfice dilué par action ( BPA ) a augmenté à 1,05 EUR contre 0,64 EUR ."
positive,"Le bénéfice dilué par action ( BPA ) a augmenté à 3,68 EUR contre 0,50 EUR ."
positive,"Le BPA dilué s'élève à 3,68 EUR contre 0,50 EUR."
positive,"La marge EBIT est passée de 1,4 % à 5,1 % ."
neutral,"NDLR : Grimaldi a généré un chiffre d' affaires de 1,7 milliard d' euros ( 2,182 milliards de dollars ) en 2005 , a rapporté l' ANSA le 29 mai 2006 ."
positive,"Le BPA du trimestre s'élève à 0,00 EUR , contre 0,01 EUR au troisième trimestre 2008 , ce qui représente un chiffre d' affaires net du Groupe pour le troisième trimestre de 15,3 millions d' euros , en hausse de 2,8 % par rapport aux 14,9 millions d' euros du trimestre précédent . troisième trimestre 2008 ."
positive,"Le BPA des activités poursuivies s'est établi à 0,30 euro, contre 0,17 euro."
positive,"Le ratio de fonds propres s'élève à 60,9 % contre 54,2 % Au troisième trimestre 2007 , le chiffre d' affaires net de l' activité Aliments surgelés s'est élevé à 11,0 EUR , en hausse d' environ 5 % par rapport au troisième trimestre 2006 ."
positive,"928 000 EUR au premier trimestre 2010 6 mai 2010 - La société finlandaise de création de textiles et de vêtements Marimekko Oyj ( HEL : MMO1V ) a annoncé aujourd'hui que son bénéfice net a augmenté à 928 000 EUR au premier trimestre 2010, contre 13 000 EUR pour la période correspondante un an plus tôt. ."
positive,"Elcoteq SE, basé en Finlande, un fournisseur privé de services de fabrication électronique pour les entreprises de communication, a annoncé jeudi avoir signé un accord de fourniture de fabrication à long terme avec la société d'équipements de communication Andrew Corp."
positive,"Le fabricant finlandais de coutellerie et d'outils manuels Fiskars Oyj Abp (HEL : FISAS) a annoncé aujourd'hui que son bénéfice net a augmenté à 24,1 millions d'euros (33,6 millions de dollars) au troisième trimestre 2010, contre 17,9 millions d'euros un an plus tôt."
positive,"Le bénéfice net de la chaîne de grands magasins finlandaise Stockmann Oyj Abp a augmenté à 39,8 millions d'euros (56,8 millions de dollars) pour les neuf premiers mois de 2007, contre 37,4 millions d'euros (53,4 millions de dollars) pour la même période de 2006."
positive,"Le fabricant finlandais d'équipements de levage Konecranes Oyj a déclaré le 30 juillet 2008 que son bénéfice net avait augmenté à 71,2 millions d'euros (111,1 millions de dollars) pour le premier semestre 2008, contre 57,1 millions d'euros (89,1 millions de dollars) pour la même période de 2007."
positive,Le développeur finlandais de solutions de messagerie Tecnomen Corporation (OMX Helsinki : TEM1V) a annoncé jeudi 11 décembre avoir reçu une commande d'expansion pour sa solution de recharge convergente en Amérique latine.
positive,"Le bénéfice net du fournisseur finlandais de solutions pour l'industrie métallurgique Outotec Oyj a augmenté à 50,4 millions d'euros (72,5 millions de dollars) pour les neuf premiers mois de 2007, contre 20,1 millions d'euros (28,9 millions de dollars) pour la même période de 2006."
positive,"Le bénéfice net de la société finlandaise de produits métalliques Componenta Oyj a augmenté à 26,1 millions d'euros (35,9 millions de dollars) pour le premier trimestre 2007, contre 5,3 millions d'euros (7,3 millions de dollars) pour la même période de 2006."
positive,"Le distributeur finlandais de fournitures de bureau et d'accessoires informatiques Beltton-Group Plc a déclaré que son bénéfice net avait augmenté à 1,3 million d'euros (1,7 million de dollars) en 2006, contre 1,13 million d'euros (1,5 million de dollars) en 2005."
positive,"Le développeur finlandais de solutions logicielles de sécurité et de confidentialité Stonesoft Oyj a déclaré le 7 janvier 2008 que les ventes préliminaires de ses produits StoneGate avaient augmenté de 59 % sur un an pour atteindre 3,6 millions d'euros (5,3 millions de dollars) pour le quatrième trimestre 2007."
positive,"La société finlandaise de technologie des plaquettes de silicium Okmetic Oyj ( OMX Helsinki : OKM1V ) a annoncé jeudi 7 août un bénéfice d'exploitation de 5,3 millions d'euros pour la période janvier-juin 2008, contre 3,3 millions d'euros pour la période correspondante en 2007."
positive,"Le développeur de logiciels finlandais Done Solutions Oyj a déclaré que son bénéfice net avait augmenté à 3,5 millions d'euros (4,6 millions de dollars) en 2006, contre 2,3 millions d'euros (3,0 millions de dollars) en 2005."
positive,Le bénéfice d'exploitation sous-jacent du premier trimestre s'est élevé à 41 millions d'euros contre 33 millions un an plus tôt.
positive,"Suite à cette acquisition, Relacom renforcera sa présence en Finlande, au service des opérateurs et du marché des bureaux avec des services de construction, d'installation et de maintenance de réseaux mobiles et fixes."
positive,"Pour les neuf premiers mois de 2010 , le bénéfice net de la société s'est élevé à 41 millions d' euros contre 30 millions d' euros pour la période correspondante de 2009 ."
positive,"HELSINKI (AFX) - Le groupe de vente au détail et de gros Kesko a déclaré un chiffre d'affaires net de 659,4 millions d'euros pour février, soit une augmentation de 10,8 % sur un an."
positive,"Toutefois , les ventes nettes en 2010 auraient augmenté pour atteindre 598,3 millions d' euros contre 582,3 millions d' euros en 2009 ."
positive,"Toutefois, les ventes ont renoué avec la croissance en avril-juin 2010, a déclaré le PDG Pekka Eloholma."
positive,"Ragutis, qui est contrôlée par la brasserie finlandaise, a enregistré une hausse de 5,4 pour cent de ses ventes de bière à 10,44 millions de litres et détenait une part de marché de 11,09 pour cent."
positive,"Svyturys-Utenos Alus, qui est contrôlée par le groupe nordique Baltic Beverages Holding (BBH), a enregistré une croissance de 4,7 pour cent de ses ventes de bière entre janvier et mai, à 46,22 millions de litres."
neutral,"En 2007 , Contempus a généré un chiffre d' affaires de 69,3 NOK ( env ."
positive,"De plus, Kone a signé un contrat de maintenance de deux ans pour les escaliers mécaniques."
positive,"Rien qu'en décembre , les membres de l' Association des brasseurs lituaniens ont vendu un total de 20,3 millions de litres de bière , soit une augmentation de 1,9 pour cent par rapport aux ventes de 19,92 millions de litres de décembre 2004 ."
positive,"En janvier-septembre 2009, le revenu net d'intérêts du Groupe a augmenté à 112,4 millions d'euros contre 74,3 millions d'euros en janvier-septembre 2008."
positive,"Au premier trimestre 2010, les revenus nets d'intérêts de Bank of +_land ont augmenté, passant de 9,1 millions d'euros à 9,7 millions d'euros."
positive,"En Suède , le bénéfice d' exploitation pour la période sous revue s'élève à 3,4 millions d' euros , en hausse de 30,8 % par rapport à la période correspondante de 2005 ."
positive,"Au quatrième trimestre 2009, le bénéfice net d'Orion a augmenté de 33,8 % sur un an pour atteindre 33 millions d'euros."
positive,"Au deuxième trimestre 2010 , le bénéfice net du groupe a augmenté à 3,1 millions d' euros contre 2,5 millions d' euros en avril-juin 2009 ."
positive,"Au deuxième trimestre 2010 , le bénéfice net du groupe s'est élevé à 3,1 millions d' euros contre 2,5 millions d' euros en avril-juin 2009 ."
positive,"Au troisième trimestre, le chiffre d'affaires net a augmenté de 12 % sur un an à 159,5 millions d'euros, soit de 6 % à taux de change comparables."
positive,"Au troisième trimestre, le chiffre d'affaires net a augmenté de 12 % sur un an à 159,5 millions d'euros, soit de 6 % à taux de change comparables."
neutral,"Incap estime qu'elle générera un chiffre d'affaires de 10 millions d'euros (13,2 millions de dollars) grâce à ses opérations en Inde pour 2007."
positive,"Sa part de marché s'est élargie à 48,51 pour cent contre 48,31 pour cent un an plus tôt."
neutral,"Son chiffre d'affaires annuel total s'élève à environ 160 millions de zlotys (56,9 millions de dollars à 42,3 millions d'euros)."
positive,"Kesko Agro Eesti, le détaillant et grossiste de céréales, de machines et accessoires agricoles et d'entreposage, a réalisé un chiffre d'affaires net de 81 millions d'euros en 2007, soit une augmentation d'un dixième par rapport à l'année précédente."
positive,"L'activité d'importation et de vente au détail de voitures de Kesko, VV-Auto, a vu ses ventes augmenter de 17,1 %."
positive,Les ventes nettes de Kone ont augmenté d'environ 14 % sur un an au cours des neuf premiers mois de 2008.
positive,"( ADP News ) - 11 février 2009 - Le fournisseur finlandais de solutions logicielles de gestion Ixonos Oyj (HEL : XNS1V) a annoncé aujourd'hui que son bénéfice net a augmenté à 3,5 millions d'euros (4,5 millions de dollars) pour 2008, contre 3,1 millions d'euros pour 2007."
positive,"( ADP News ) - 12 février 2009 - Le fournisseur finlandais de solutions informatiques Affecto Oyj (HEL : AFE1V) a annoncé aujourd'hui que son bénéfice net a augmenté à 8,5 millions d'euros (11 millions de dollars) en 2008, contre 7 millions d'euros en 2007."
positive,"( ADP News ) - 6 février 2009 - La société finlandaise d'articles de pêche Rapala VMC Corp (HEL : RAP1V) a annoncé aujourd'hui que son bénéfice net s'est élevé à 19,2 millions d'euros (24,6 millions de dollars) pour 2008, contre 17,5 millions d'euros pour 2007."
